Medio empleado;Sexo;Edad;Total
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 15 a 29 años;1
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 30 a 39 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 40 a 44 años;2
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 45 a 49 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 50 a 54 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 55 a 59 años;2
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 60 a 64 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 65 a 69 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 70 a 74 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 75 a 79 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 80 a 84 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 85 a 89 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 90 a 94 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;De 95 años y más;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;Todas las edades;13
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;Menores de 15 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 15 a 29 años;1
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 30 a 39 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 40 a 44 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 45 a 49 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 50 a 54 años;1
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 55 a 59 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 60 a 64 años;1
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 65 a 69 años;1
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 70 a 74 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 75 a 79 años;2
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 80 a 84 años;4
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 85 a 89 años;1
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 90 a 94 años;2
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 95 años y más;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;Todas las edades;13
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;Menores de 15 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 15 a 29 años;1
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 30 a 39 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 40 a 44 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 45 a 49 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 50 a 54 años;1
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 55 a 59 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 60 a 64 años;1
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 65 a 69 años;1
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 70 a 74 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 75 a 79 años;2
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 80 a 84 años;4
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 85 a 89 años;1
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 90 a 94 años;2
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 95 años y más;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;Todas las edades;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;Menores de 15 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 15 a 29 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 30 a 39 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 40 a 44 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 45 a 49 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 50 a 54 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 55 a 59 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 60 a 64 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 65 a 69 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 70 a 74 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 75 a 79 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 80 a 84 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 85 a 89 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 90 a 94 años;0
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 95 años y más;0
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;Todas las edades;56
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;Menores de 15 años;0
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 15 a 29 años;3
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 30 a 39 años;7
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 40 a 44 años;6
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 45 a 49 años;5
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 50 a 54 años;4
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 55 a 59 años;3
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 60 a 64 años;4
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 65 a 69 años;3
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 70 a 74 años;4
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 75 a 79 años;4
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 80 a 84 años;9
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 85 a 89 años;2
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 90 a 94 años;2
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 95 años y más;0
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;Todas las edades;32
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;Menores de 15 años;0
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 15 a 29 años;3
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 30 a 39 años;5
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 40 a 44 años;5
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 45 a 49 años;2
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 50 a 54 años;1
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 55 a 59 años;3
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 60 a 64 años;1
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 65 a 69 años;0
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 70 a 74 años;3
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 75 a 79 años;2
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 80 a 84 años;4
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 85 a 89 años;1
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 90 a 94 años;2
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 95 años y más;0
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;Todas las edades;24
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;Menores de 15 años;0
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 15 a 29 años;0
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 30 a 39 años;2
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 40 a 44 años;1
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 45 a 49 años;3
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 50 a 54 años;3
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 55 a 59 años;0
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 60 a 64 años;3
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 65 a 69 años;3
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 70 a 74 años;1
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 75 a 79 años;2
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 80 a 84 años;5
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 85 a 89 años;1
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 90 a 94 años;0
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 95 años y más;0
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;Todas las edades;1.684
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;Menores de 15 años;4
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 15 a 29 años;124
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 30 a 39 años;216
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 40 a 44 años;160
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 45 a 49 años;171
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 50 a 54 años;198
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 55 a 59 años;148
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 60 a 64 años;104
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 65 a 69 años;104
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 70 a 74 años;103
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 75 a 79 años;95
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 80 a 84 años;129
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 85 a 89 años;90
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 90 a 94 años;32
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Ambos sexos;De 95 años y más;6
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;Todas las edades;1.412
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;Menores de 15 años;1
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 15 a 29 años;104
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 30 a 39 años;183
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 40 a 44 años;120
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 45 a 49 años;150
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 50 a 54 años;165
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 55 a 59 años;127
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 60 a 64 años;85
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 65 a 69 años;85
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 70 a 74 años;85
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 75 a 79 años;83
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 80 a 84 años;111
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 85 a 89 años;77
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 90 a 94 años;30
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 95 años y más;6
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;Todas las edades;272
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;Menores de 15 años;3
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 15 a 29 años;20
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 30 a 39 años;33
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 40 a 44 años;40
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 45 a 49 años;21
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 50 a 54 años;33
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 55 a 59 años;21
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 60 a 64 años;19
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 65 a 69 años;19
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 70 a 74 años;18
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 75 a 79 años;12
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 80 a 84 años;18
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 85 a 89 años;13
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 90 a 94 años;2
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 95 años y más;0
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;Todas las edades;106
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;Menores de 15 años;0
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 15 a 29 años;3
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 30 a 39 años;5
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 40 a 44 años;3
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 45 a 49 años;9
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 50 a 54 años;5
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 55 a 59 años;6
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 60 a 64 años;8
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 65 a 69 años;14
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 70 a 74 años;15
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 75 a 79 años;14
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 80 a 84 años;10
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 85 a 89 años;11
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 90 a 94 años;3
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 95 años y más;0
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;Todas las edades;62
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;Menores de 15 años;0
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 15 a 29 años;2
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 30 a 39 años;3
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 40 a 44 años;1
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 45 a 49 años;6
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 50 a 54 años;0
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 55 a 59 años;4
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 60 a 64 años;4
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 65 a 69 años;10
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 70 a 74 años;10
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 75 a 79 años;5
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 80 a 84 años;6
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 85 a 89 años;8
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 90 a 94 años;3
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 95 años y más;0
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;Todas las edades;44
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;Menores de 15 años;0
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 15 a 29 años;1
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 30 a 39 años;2
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 40 a 44 años;2
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 45 a 49 años;3
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 50 a 54 años;5
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 55 a 59 años;2
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 60 a 64 años;4
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 65 a 69 años;4
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 70 a 74 años;5
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 75 a 79 años;9
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 80 a 84 años;4
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 85 a 89 años;3
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 90 a 94 años;0
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 95 años y más;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;Todas las edades;30
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;Menores de 15 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 15 a 29 años;2
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 30 a 39 años;3
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 40 a 44 años;3
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 45 a 49 años;1
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 50 a 54 años;4
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 55 a 59 años;4
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 60 a 64 años;6
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 65 a 69 años;1
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 70 a 74 años;4
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 75 a 79 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 80 a 84 años;1
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 85 a 89 años;1
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 90 a 94 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 95 años y más;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;Todas las edades;29
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;Menores de 15 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 15 a 29 años;2
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 30 a 39 años;3
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 40 a 44 años;3
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 45 a 49 años;1
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 50 a 54 años;3
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 55 a 59 años;4
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 60 a 64 años;6
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 65 a 69 años;1
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 70 a 74 años;4
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 75 a 79 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 80 a 84 años;1
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 85 a 89 años;1
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 90 a 94 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 95 años y más;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;Todas las edades;1
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;Menores de 15 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 15 a 29 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 30 a 39 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 40 a 44 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 45 a 49 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 50 a 54 años;1
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 55 a 59 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 60 a 64 años;0
