Medio empleado;Sexo;Edad;Total
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 20 a 24 años;10,33
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 25 a 29 años;14,13
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 30 a 34 años;20,66
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 35 a 39 años;29,08
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 40 a 44 años;32,62
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 45 a 49 años;40,77
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 50 a 54 años;44,85
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 55 a 59 años;34,52
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 60 a 64 años;23,10
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 65 a 69 años;23,10
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 70 a 74 años;23,10
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 75 a 79 años;22,56
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 80 a 84 años;30,17
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 85 a 89 años;20,93
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 90 a 94 años;8,15
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Hombres;De 95 años y más;1,63
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;Todas las edades;73,93
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;Menores de 15 años;0,82
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 15 a 19 años;1,36
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 20 a 24 años;1,09
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 25 a 29 años;2,99
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 30 a 34 años;3,81
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 35 a 39 años;5,16
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 40 a 44 años;10,87
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 45 a 49 años;5,71
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 50 a 54 años;8,97
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 55 a 59 años;5,71
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 60 a 64 años;5,16
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 65 a 69 años;5,16
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 70 a 74 años;4,89
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 75 a 79 años;3,26
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 80 a 84 años;4,89
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 85 a 89 años;3,53
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 90 a 94 años;0,54
X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;Mujeres;De 95 años y más;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;Todas las edades;28,81
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;Menores de 15 años;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 15 a 19 años;0,54
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 20 a 24 años;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 25 a 29 años;0,27
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 30 a 34 años;0,54
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 35 a 39 años;0,82
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 40 a 44 años;0,82
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 45 a 49 años;2,45
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 50 a 54 años;1,36
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 55 a 59 años;1,63
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 60 a 64 años;2,17
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 65 a 69 años;3,81
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 70 a 74 años;4,08
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 75 a 79 años;3,81
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 80 a 84 años;2,72
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 85 a 89 años;2,99
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 90 a 94 años;0,82
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Ambos sexos;De 95 años y más;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;Todas las edades;16,85
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;Menores de 15 años;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 15 a 19 años;0,27
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 20 a 24 años;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 25 a 29 años;0,27
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 30 a 34 años;0,54
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 35 a 39 años;0,27
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 40 a 44 años;0,27
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 45 a 49 años;1,63
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 50 a 54 años;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 55 a 59 años;1,09
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 60 a 64 años;1,09
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 65 a 69 años;2,72
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 70 a 74 años;2,72
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 75 a 79 años;1,36
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 80 a 84 años;1,63
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 85 a 89 años;2,17
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 90 a 94 años;0,82
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Hombres;De 95 años y más;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;Todas las edades;11,96
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;Menores de 15 años;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 15 a 19 años;0,27
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 20 a 24 años;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 25 a 29 años;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 30 a 34 años;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 35 a 39 años;0,54
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 40 a 44 años;0,54
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 45 a 49 años;0,82
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 50 a 54 años;1,36
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 55 a 59 años;0,54
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 60 a 64 años;1,09
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 65 a 69 años;1,09
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 70 a 74 años;1,36
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 75 a 79 años;2,45
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 80 a 84 años;1,09
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 85 a 89 años;0,82
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 90 a 94 años;0,00
X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;Mujeres;De 95 años y más;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;Todas las edades;8,15
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;Menores de 15 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 15 a 19 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 20 a 24 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 25 a 29 años;0,54
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 30 a 34 años;0,82
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 35 a 39 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 40 a 44 años;0,82
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 45 a 49 años;0,27
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 50 a 54 años;1,09
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 55 a 59 años;1,09
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 60 a 64 años;1,63
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 65 a 69 años;0,27
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 70 a 74 años;1,09
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 75 a 79 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 80 a 84 años;0,27
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 85 a 89 años;0,27
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 90 a 94 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Ambos sexos;De 95 años y más;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;Todas las edades;7,88
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;Menores de 15 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 15 a 19 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 20 a 24 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 25 a 29 años;0,54
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 30 a 34 años;0,82
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 35 a 39 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 40 a 44 años;0,82
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 45 a 49 años;0,27
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 50 a 54 años;0,82
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 55 a 59 años;1,09
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 60 a 64 años;1,63
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 65 a 69 años;0,27
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 70 a 74 años;1,09
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 75 a 79 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 80 a 84 años;0,27
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 85 a 89 años;0,27
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 90 a 94 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Hombres;De 95 años y más;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;Todas las edades;0,27
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;Menores de 15 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 15 a 19 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 20 a 24 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 25 a 29 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 30 a 34 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 35 a 39 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 40 a 44 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 45 a 49 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 50 a 54 años;0,27
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 55 a 59 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 60 a 64 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 65 a 69 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 70 a 74 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 75 a 79 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 80 a 84 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 85 a 89 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 90 a 94 años;0,00
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 95 años y más;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;Todas las edades;13,32
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;Menores de 15 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 15 a 19 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 20 a 24 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 25 a 29 años;1,09
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 30 a 34 años;0,27
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 35 a 39 años;0,27
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 40 a 44 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 45 a 49 años;1,90
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 50 a 54 años;1,09
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 55 a 59 años;1,90
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 60 a 64 años;1,63
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 65 a 69 años;0,82
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 70 a 74 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 75 a 79 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 80 a 84 años;0,82
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 85 a 89 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 90 a 94 años;0,27
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 95 años y más;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;Todas las edades;12,50
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;Menores de 15 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 15 a 19 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 20 a 24 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 25 a 29 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 30 a 34 años;0,27
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 35 a 39 años;0,27
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 40 a 44 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 45 a 49 años;1,90
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 50 a 54 años;1,09
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 55 a 59 años;1,90
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 60 a 64 años;1,63
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 65 a 69 años;0,82
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 70 a 74 años;0,27
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 75 a 79 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 80 a 84 años;0,82
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 85 a 89 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 90 a 94 años;0,27
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 95 años y más;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;Todas las edades;0,82
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;Menores de 15 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 15 a 19 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 20 a 24 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 25 a 29 años;0,54
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 30 a 34 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 35 a 39 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 40 a 44 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 45 a 49 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 50 a 54 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 55 a 59 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 60 a 64 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 65 a 69 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 70 a 74 años;0,27
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 75 a 79 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 80 a 84 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 85 a 89 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 90 a 94 años;0,00
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 95 años y más;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;Todas las edades;30,71
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;Menores de 15 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 15 a 19 años;0,27
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 20 a 24 años;0,54
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 25 a 29 años;1,36
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 30 a 34 años;2,45
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 35 a 39 años;2,99
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 40 a 44 años;2,17
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 45 a 49 años;3,53
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 50 a 54 años;4,35
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 55 a 59 años;2,99
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 60 a 64 años;2,99
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 65 a 69 años;0,82
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 70 a 74 años;2,72
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 75 a 79 años;1,36
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 80 a 84 años;1,63
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 85 a 89 años;0,27
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 90 a 94 años;0,27
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 95 años y más;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;Todas las edades;29,63
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;Menores de 15 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 15 a 19 años;0,27
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 20 a 24 años;0,54
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 25 a 29 años;1,36
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 30 a 34 años;1,90
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 35 a 39 años;2,99
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 40 a 44 años;1,90
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 45 a 49 años;3,26
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 50 a 54 años;4,35
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 55 a 59 años;2,99
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 60 a 64 años;2,99
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 65 a 69 años;0,82
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 70 a 74 años;2,72
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 75 a 79 años;1,36
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 80 a 84 años;1,63
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 85 a 89 años;0,27
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 90 a 94 años;0,27
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 95 años y más;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;Todas las edades;1,09
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;Menores de 15 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 15 a 19 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 20 a 24 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 25 a 29 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 30 a 34 años;0,54
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 35 a 39 años;0,00
